Key,Company,Ticker,Year,Date,Quarter,M-Score
8558,PHONE-MATE INC,4209B,1981,9/30/1981,1981Q3,-0.6682978105955364
8558,PHONE-MATE INC,4209B,1981,12/31/1981,1981Q4,-0.6682978105955364
8558,PHONE-MATE INC,4209B,1982,3/31/1982,1982Q1,4.417574434489261
8558,PHONE-MATE INC,4209B,1982,6/30/1982,1982Q2,2.2072752963996294
8558,PHONE-MATE INC,4209B,1982,9/30/1982,1982Q3,1.722244080493739
8558,PHONE-MATE INC,4209B,1982,12/31/1982,1982Q4,0.9705267843947918
8558,PHONE-MATE INC,4209B,1983,3/31/1983,1983Q1,1.3477241766756878
8558,PHONE-MATE INC,4209B,1983,6/30/1983,1983Q2,1.12409843892185
8558,PHONE-MATE INC,4209B,1983,9/30/1983,1983Q3,0.4286001507370676
8558,PHONE-MATE INC,4209B,1983,12/31/1983,1983Q4,-3.745954991838486
8558,PHONE-MATE INC,4209B,1984,3/31/1984,1984Q1,-1.9880107858015463
8558,PHONE-MATE INC,4209B,1984,6/30/1984,1984Q2,0.2137764710568266
8558,PHONE-MATE INC,4209B,1984,9/30/1984,1984Q3,0.1369305743251909
8558,PHONE-MATE INC,4209B,1984,12/31/1984,1984Q4,0.1705202327392814
8558,PHONE-MATE INC,4209B,1985,3/31/1985,1985Q1,0.5604167856514453
8558,PHONE-MATE INC,4209B,1985,6/30/1985,1985Q2,-0.0133975073948282
8558,PHONE-MATE INC,4209B,1985,9/30/1985,1985Q3,0.8425012941087278
8558,PHONE-MATE INC,4209B,1985,12/31/1985,1985Q4,-0.9792508853309688
8558,PHONE-MATE INC,4209B,1986,3/31/1986,1986Q1,-1.0189328311580454
8558,PHONE-MATE INC,4209B,1986,6/30/1986,1986Q2,-1.0878033907186218
8558,PHONE-MATE INC,4209B,1986,9/30/1986,1986Q3,-1.1612041788916312
8558,PHONE-MATE INC,4209B,1986,12/31/1986,1986Q4,-1.379992725227171
8558,PHONE-MATE INC,4209B,1987,3/31/1987,1987Q1,-1.3547752519267735
8558,PHONE-MATE INC,4209B,1987,6/30/1987,1987Q2,-1.2152436906056985
8558,PHONE-MATE INC,4209B,1987,9/30/1987,1987Q3,-1.3582441369041494
8558,PHONE-MATE INC,PHMT,1987,12/31/1987,1987Q4,-1.657708518453181
8558,PHONE-MATE INC,PHMT,1988,3/31/1988,1988Q1,-1.706490295846776
8558,PHONE-MATE INC,PHMT,1988,6/30/1988,1988Q2,-1.33626442500881
8558,PHONE-MATE INC,PHMT,1988,9/30/1988,1988Q3,-1.484081845293292
8558,PHONE-MATE INC,PHMT,1988,12/31/1988,1988Q4,-2.1307892951739102
8558,PHONE-MATE INC,PHMT,1989,3/31/1989,1989Q1,-1.975541768638453
8558,PHONE-MATE INC,PHMT,1989,6/30/1989,1989Q2,-1.1610155739324484
8606,PITNEY-BOWES INC,PBI,1977,6/30/1977,1977Q2,-2.8260463533019555
8606,PITNEY-BOWES INC,PBI,1977,9/30/1977,1977Q3,-2.8260463533019555
8606,PITNEY-BOWES INC,PBI,1977,12/31/1977,1977Q4,-2.8260463533019555
8606,PITNEY-BOWES INC,PBI,1978,3/31/1978,1978Q1,-2.8260463533019555
8606,PITNEY-BOWES INC,PBI,1978,6/30/1978,1978Q2,-2.8260463533019555
8606,PITNEY-BOWES INC,PBI,1978,9/30/1978,1978Q3,-2.8260463533019555
8606,PITNEY-BOWES INC,PBI,1978,12/31/1978,1978Q4,-2.8260463533019555
8606,PITNEY-BOWES INC,PBI,1979,3/31/1979,1979Q1,-2.8260463533019555
8606,PITNEY-BOWES INC,PBI,1979,6/30/1979,1979Q2,-4.205295956571496
8606,PITNEY-BOWES INC,PBI,1979,9/30/1979,1979Q3,-4.503853433087862
8606,PITNEY-BOWES INC,PBI,1979,12/31/1979,1979Q4,-4.208339870619562
8606,PITNEY-BOWES INC,PBI,1980,3/31/1980,1980Q1,-4.473805762464689
8606,PITNEY-BOWES INC,PBI,1980,6/30/1980,1980Q2,-4.22590723424122
8606,PITNEY-BOWES INC,PBI,1980,9/30/1980,1980Q3,-4.028559477596601
8606,PITNEY-BOWES INC,PBI,1980,12/31/1980,1980Q4,-3.78833452784156
8606,PITNEY-BOWES INC,PBI,1981,3/31/1981,1981Q1,-4.1354568900802695
8606,PITNEY-BOWES INC,PBI,1981,6/30/1981,1981Q2,-3.9682061824040646
8606,PITNEY-BOWES INC,PBI,1981,9/30/1981,1981Q3,-3.9251555011032937
8606,PITNEY-BOWES INC,PBI,1981,12/31/1981,1981Q4,-3.706499122873137
8606,PITNEY-BOWES INC,PBI,1982,3/31/1982,1982Q1,-4.048303898464288
8606,PITNEY-BOWES INC,PBI,1982,6/30/1982,1982Q2,-3.7454161713511898
8606,PITNEY-BOWES INC,PBI,1982,9/30/1982,1982Q3,-3.8692746590789344
8606,PITNEY-BOWES INC,PBI,1982,12/31/1982,1982Q4,-3.55784813944194
8606,PITNEY-BOWES INC,PBI,1983,3/31/1983,1983Q1,-3.50813179755419
8606,PITNEY-BOWES INC,PBI,1983,6/30/1983,1983Q2,-3.597378136583383
8606,PITNEY-BOWES INC,PBI,1983,9/30/1983,1983Q3,-3.649985683955701
8606,PITNEY-BOWES INC,PBI,1983,12/31/1983,1983Q4,-3.366255892101063
8606,PITNEY-BOWES INC,PBI,1984,3/31/1984,1984Q1,-3.59157495782252
8606,PITNEY-BOWES INC,PBI,1984,6/30/1984,1984Q2,-3.5497660244361446
8606,PITNEY-BOWES INC,PBI,1984,9/30/1984,1984Q3,-3.542451662401329
8606,PITNEY-BOWES INC,PBI,1984,12/31/1984,1984Q4,-3.380925029318555
8606,PITNEY-BOWES INC,PBI,1985,3/31/1985,1985Q1,-3.648768117876029
8606,PITNEY-BOWES INC,PBI,1985,6/30/1985,1985Q2,-3.4019491212206523
8606,PITNEY-BOWES INC,PBI,1985,9/30/1985,1985Q3,-3.487840401615067
8606,PITNEY-BOWES INC,PBI,1985,12/31/1985,1985Q4,-3.168428299326578
8606,PITNEY-BOWES INC,PBI,1986,3/31/1986,1986Q1,-3.5142571507705
8606,PITNEY-BOWES INC,PBI,1986,6/30/1986,1986Q2,-3.3299546911573388
8606,PITNEY-BOWES INC,PBI,1986,9/30/1986,1986Q3,-3.2841974918311503
8606,PITNEY-BOWES INC,PBI,1986,12/31/1986,1986Q4,-3.042819320613916
8606,PITNEY-BOWES INC,PBI,1987,3/31/1987,1987Q1,-3.3419326209825484
8606,PITNEY-BOWES INC,PBI,1987,6/30/1987,1987Q2,-3.170410532865843
8606,PITNEY-BOWES INC,PBI,1987,9/30/1987,1987Q3,-3.1232127718716955
8606,PITNEY-BOWES INC,PBI,1987,12/31/1987,1987Q4,-2.8026580095234577
8606,PITNEY-BOWES INC,PBI,1988,3/31/1988,1988Q1,-3.3372559397709627
8606,PITNEY-BOWES INC,PBI,1988,6/30/1988,1988Q2,-3.008923747846672
8606,PITNEY-BOWES INC,PBI,1988,9/30/1988,1988Q3,-3.057419683093038
8606,PITNEY-BOWES INC,PBI,1988,12/31/1988,1988Q4,-2.9948500865584804
8606,PITNEY-BOWES INC,PBI,1989,3/31/1989,1989Q1,-3.7865673537650153
8606,PITNEY-BOWES INC,PBI,1989,6/30/1989,1989Q2,-2.569840842871523
8606,PITNEY-BOWES INC,PBI,1989,9/30/1989,1989Q3,-2.578365566662576
8606,PITNEY BOWES INC,PBI,1989,12/31/1989,1989Q4,-3.661514926264741
8606,PITNEY BOWES INC,PBI,1990,3/31/1990,1990Q1,-3.573503731095668
8606,PITNEY BOWES INC,PBI,1990,6/30/1990,1990Q2,-2.5047562061802187
8606,PITNEY BOWES INC,PBI,1990,9/30/1990,1990Q3,-2.649574220889278
8606,PITNEY BOWES INC,PBI,1990,12/31/1990,1990Q4,-2.7478435732694315
8606,PITNEY BOWES INC,PBI,1991,3/31/1991,1991Q1,-2.474785063483758
8606,PITNEY BOWES INC,PBI,1991,6/30/1991,1991Q2,-2.583579617455204
8606,PITNEY BOWES INC,PBI,1991,9/30/1991,1991Q3,-2.646630713342488
8606,PITNEY BOWES INC,PBI,1991,12/31/1991,1991Q4,-2.651624242123655
8606,PITNEY BOWES INC,PBI,1992,3/31/1992,1992Q1,-2.566510879110433
8606,PITNEY BOWES INC,PBI,1992,6/30/1992,1992Q2,-2.610601734318762
8606,PITNEY BOWES INC,PBI,1992,9/30/1992,1992Q3,-2.6178281802274483
8606,PITNEY BOWES INC,PBI,1992,12/31/1992,1992Q4,-3.767657198293902
8606,PITNEY BOWES INC,PBI,1993,3/31/1993,1993Q1,-3.590748228920743
8606,PITNEY BOWES INC,PBI,1993,6/30/1993,1993Q2,-2.5626281139660043
8606,PITNEY BOWES INC,PBI,1993,9/30/1993,1993Q3,-2.663709004141379
8606,PITNEY BOWES INC,PBI,1993,12/31/1993,1993Q4,-2.6037838716952364
8606,PITNEY BOWES INC,PBI,1994,3/31/1994,1994Q1,-2.589701324333097
8606,PITNEY BOWES INC,PBI,1994,6/30/1994,1994Q2,-2.502532475896298
8606,PITNEY BOWES INC,PBI,1994,9/30/1994,1994Q3,-2.463315457121709
8606,PITNEY BOWES INC,PBI,1994,12/31/1994,1994Q4,-2.6483172644823423
8606,PITNEY BOWES INC,PBI,1995,3/31/1995,1995Q1,-2.523807946973525
8606,PITNEY BOWES INC,PBI,1995,6/30/1995,1995Q2,-2.6255716848473885
8606,PITNEY BOWES INC,PBI,1995,9/30/1995,1995Q3,-2.553513897307956
8606,PITNEY BOWES INC,PBI,1995,12/31/1995,1995Q4,-2.4197725177269347
8606,PITNEY BOWES INC,PBI,1996,3/31/1996,1996Q1,-2.499571462095019
8606,PITNEY BOWES INC,PBI,1996,6/30/1996,1996Q2,-2.5801912957092625
8606,PITNEY BOWES INC,PBI,1996,9/30/1996,1996Q3,-2.649604080341675
8606,PITNEY BOWES INC,PBI,1996,12/31/1996,1996Q4,-2.660210568127785
8606,PITNEY BOWES INC,PBI,1997,3/31/1997,1997Q1,-2.601193820716158
8606,PITNEY BOWES INC,PBI,1997,6/30/1997,1997Q2,-2.6098045787148387
8606,PITNEY BOWES INC,PBI,1997,9/30/1997,1997Q3,-2.663529836163945
8606,PITNEY BOWES INC,PBI,1997,12/31/1997,1997Q4,-2.806740778429711
8606,PITNEY BOWES INC,PBI,1998,3/31/1998,1998Q1,-2.4786725088290185
8606,PITNEY BOWES INC,PBI,1998,6/30/1998,1998Q2,-2.638633556074107
8606,PITNEY BOWES INC,PBI,1998,9/30/1998,1998Q3,-3.062114687289664
8606,PITNEY BOWES INC,PBI,1998,12/31/1998,1998Q4,-2.2882549771746343
8606,PITNEY BOWES INC,PBI,1999,3/31/1999,1999Q1,-2.4763867611646373
8606,PITNEY BOWES INC,PBI,1999,6/30/1999,1999Q2,-2.737710325482977
8606,PITNEY BOWES INC,PBI,1999,9/30/1999,1999Q3,-2.6773857134757724
8606,PITNEY BOWES INC,PBI,1999,12/31/1999,1999Q4,-2.9077011025690003
8606,PITNEY BOWES INC,PBI,2000,3/31/2000,2000Q1,-2.859545026375759
8606,PITNEY BOWES INC,PBI,2000,6/30/2000,2000Q2,-1.9483296578753808
8606,PITNEY BOWES INC,PBI,2000,9/30/2000,2000Q3,-2.7532025009494414
8606,PITNEY BOWES INC,PBI,2000,12/31/2000,2000Q4,-2.9276934830709966
8606,PITNEY BOWES INC,PBI,2001,3/31/2001,2001Q1,-2.524323710085441
8606,PITNEY BOWES INC,PBI,2001,6/30/2001,2001Q2,-2.7839026423547804
8606,PITNEY BOWES INC,PBI,2001,9/30/2001,2001Q3,-2.939382188213943
8606,PITNEY BOWES INC,PBI,2001,12/31/2001,2001Q4,-2.898247216775149
8606,PITNEY BOWES INC,PBI,2002,3/31/2002,2002Q1,-2.5153376447795246
8606,PITNEY BOWES INC,PBI,2002,6/30/2002,2002Q2,-2.5847444615301542
8606,PITNEY BOWES INC,PBI,2002,9/30/2002,2002Q3,-2.632473011678697
8606,PITNEY BOWES INC,PBI,2002,12/31/2002,2002Q4,-2.826076492824391
8606,PITNEY BOWES INC,PBI,2003,3/31/2003,2003Q1,-2.8194177350245995
8606,PITNEY BOWES INC,PBI,2003,6/30/2003,2003Q2,-2.663583653362335
8606,PITNEY BOWES INC,PBI,2003,9/30/2003,2003Q3,-2.798218302066652
8606,PITNEY BOWES INC,PBI,2003,12/31/2003,2003Q4,-2.8123744590179705
8606,PITNEY BOWES INC,PBI,2004,3/31/2004,2004Q1,-2.567837058469068
8606,PITNEY BOWES INC,PBI,2004,6/30/2004,2004Q2,-2.7008332680559914
8606,PITNEY BOWES INC,PBI,2004,9/30/2004,2004Q3,-2.7592957918474967
8606,PITNEY BOWES INC,PBI,2004,12/31/2004,2004Q4,-2.8272051457852805
8606,PITNEY BOWES INC,PBI,2005,3/31/2005,2005Q1,-2.511140666674657
8606,PITNEY BOWES INC,PBI,2005,6/30/2005,2005Q2,-2.510556133501448
8606,PITNEY BOWES INC,PBI,2005,9/30/2005,2005Q3,-2.601811773945834
8606,PITNEY BOWES INC,PBI,2005,12/31/2005,2005Q4,-2.643819788455054
8606,PITNEY BOWES INC,PBI,2006,3/31/2006,2006Q1,-2.510210356782966
8606,PITNEY BOWES INC,PBI,2006,6/30/2006,2006Q2,-2.839680009105234
8606,PITNEY BOWES INC,PBI,2006,9/30/2006,2006Q3,-2.522325793536674
8606,PITNEY BOWES INC,PBI,2006,12/31/2006,2006Q4,-2.1479559218470663
8606,PITNEY BOWES INC,PBI,2007,3/31/2007,2007Q1,-2.502544138350073
8606,PITNEY BOWES INC,PBI,2007,6/30/2007,2007Q2,-2.574200222832104
8606,PITNEY BOWES INC,PBI,2007,9/30/2007,2007Q3,-2.715975250818364
8606,PITNEY BOWES INC,PBI,2007,12/31/2007,2007Q4,-3.016127463544919
8606,PITNEY BOWES INC,PBI,2008,3/31/2008,2008Q1,-2.5521054705749284
8606,PITNEY BOWES INC,PBI,2008,6/30/2008,2008Q2,-2.602549896925587
8606,PITNEY BOWES INC,PBI,2008,9/30/2008,2008Q3,-2.8395984057543373
8606,PITNEY BOWES INC,PBI,2008,12/31/2008,2008Q4,-2.9667417494907817
8606,PITNEY BOWES INC,PBI,2009,3/31/2009,2009Q1,-2.6018769849963523
8606,PITNEY BOWES INC,PBI,2009,6/30/2009,2009Q2,-2.666861980877119
8606,PITNEY BOWES INC,PBI,2009,9/30/2009,2009Q3,-2.84570437902284
8606,PITNEY BOWES INC,PBI,2009,12/31/2009,2009Q4,-2.8482885006178846
8606,PITNEY BOWES INC,PBI,2010,3/31/2010,2010Q1,-2.644871334635669
8606,PITNEY BOWES INC,PBI,2010,6/30/2010,2010Q2,-2.700961496883282
8606,PITNEY BOWES INC,PBI,2010,9/30/2010,2010Q3,-2.7957608842082617
8606,PITNEY BOWES INC,PBI,2010,12/31/2010,2010Q4,-2.964554035999012
8606,PITNEY BOWES INC,PBI,2011,3/31/2011,2011Q1,-2.6061917543818387
8606,PITNEY BOWES INC,PBI,2011,6/30/2011,2011Q2,-2.7033839026174777
8606,PITNEY BOWES INC,PBI,2011,9/30/2011,2011Q3,-2.9037151765727782
8606,PITNEY BOWES INC,PBI,2011,12/31/2011,2011Q4,-2.9850032580589727
8606,PITNEY BOWES INC,PBI,2012,3/31/2012,2012Q1,-2.4708088139210727
8606,PITNEY BOWES INC,PBI,2012,6/30/2012,2012Q2,-2.651179150925313
8606,PITNEY BOWES INC,PBI,2012,9/30/2012,2012Q3,-2.700336071409705
8606,PITNEY BOWES INC,PBI,2012,12/31/2012,2012Q4,-2.8623344249048426
8606,PITNEY BOWES INC,PBI,2013,3/31/2013,2013Q1,-2.5556402792312265
8606,PITNEY BOWES INC,PBI,2013,6/30/2013,2013Q2,-2.703135003407961
8655,POGO PRODUCING CO,PPP,1977,6/30/1977,1977Q2,-3.565319989447713
8655,POGO PRODUCING CO,PPP,1977,9/30/1977,1977Q3,-2.949740722060502
8655,POGO PRODUCING CO,PPP,1977,12/31/1977,1977Q4,-3.1495254554267413
8655,POGO PRODUCING CO,PPP,1978,3/31/1978,1978Q1,-3.4345581274768966
8655,POGO PRODUCING CO,PPP,1978,6/30/1978,1978Q2,-3.421488664600221
8655,POGO PRODUCING CO,PPP,1978,9/30/1978,1978Q3,-4.065212670359023
8655,POGO PRODUCING CO,PPP,1978,12/31/1978,1978Q4,-3.5572656066731767
8655,POGO PRODUCING CO,PPP,1979,3/31/1979,1979Q1,-3.4468012387100293
8655,POGO PRODUCING CO,PPP,1979,6/30/1979,1979Q2,-3.474146073731545
8655,POGO PRODUCING CO,PPP,1979,9/30/1979,1979Q3,-3.071286273574483
8655,POGO PRODUCING CO,PPP,1979,12/31/1979,1979Q4,-3.7898219243453415
8655,POGO PRODUCING CO,PPP,1980,3/31/1980,1980Q1,-3.25937516761255
8655,POGO PRODUCING CO,PPP,1980,6/30/1980,1980Q2,-3.1350286610021656
8655,POGO PRODUCING CO,PPP,1980,9/30/1980,1980Q3,-3.145115974447515
8655,POGO PRODUCING CO,PPP,1980,12/31/1980,1980Q4,-2.259351260410765
8655,POGO PRODUCING CO,PPP,1981,3/31/1981,1981Q1,-2.633147494324257
8655,POGO PRODUCING CO,PPP,1981,6/30/1981,1981Q2,-3.074536090744587
8655,POGO PRODUCING CO,PPP,1981,9/30/1981,1981Q3,-2.7303026022178867
8655,POGO PRODUCING CO,PPP,1981,12/31/1981,1981Q4,-2.786414309659057
8655,POGO PRODUCING CO,PPP,1982,3/31/1982,1982Q1,-2.9305882823800524
8655,POGO PRODUCING CO,PPP,1982,6/30/1982,1982Q2,-2.908349726311936
8655,POGO PRODUCING CO,PPP,1982,9/30/1982,1982Q3,-2.778997764032562
8655,POGO PRODUCING CO,PPP,1982,12/31/1982,1982Q4,-2.9201792638668165
8655,POGO PRODUCING CO,PPP,1983,3/31/1983,1983Q1,-3.0818695349454206
8655,POGO PRODUCING CO,PPP,1983,6/30/1983,1983Q2,-3.103993480275227
8655,POGO PRODUCING CO,PPP,1983,9/30/1983,1983Q3,-1.7813672846566506
8655,POGO PRODUCING CO,PPP,1983,12/31/1983,1983Q4,-2.96574177794524
8655,POGO PRODUCING CO,PPP,1984,3/31/1984,1984Q1,-2.8268719189586493
8655,POGO PRODUCING CO,PPP,1984,6/30/1984,1984Q2,-2.755443808162909
8655,POGO PRODUCING CO,PPP,1984,9/30/1984,1984Q3,-2.5119812091482605
8655,POGO PRODUCING CO,PPP,1984,12/31/1984,1984Q4,-2.728849660821313
8655,POGO PRODUCING CO,PPP,1985,3/31/1985,1985Q1,-2.7674261278705146
8655,POGO PRODUCING CO,PPP,1985,6/30/1985,1985Q2,-2.8716061689803007
8655,POGO PRODUCING CO,PPP,1985,9/30/1985,1985Q3,-3.1176221662966257
8655,POGO PRODUCING CO,PPP,1985,12/31/1985,1985Q4,-3.6855362904796607
8655,POGO PRODUCING CO,PPP,1986,3/31/1986,1986Q1,-3.67361478982373
8655,POGO PRODUCING CO,PPP,1986,6/30/1986,1986Q2,-3.213671986156225
8655,POGO PRODUCING CO,PPP,1986,9/30/1986,1986Q3,-2.9340255735155165
8655,POGO PRODUCING CO,PPP,1986,12/31/1986,1986Q4,-3.315831286513329
8655,POGO PRODUCING CO,PPP,1987,3/31/1987,1987Q1,-2.8832189353672613
8655,POGO PRODUCING CO,PPP,1987,6/30/1987,1987Q2,-3.123038447425162
8655,POGO PRODUCING CO,PPP,1987,9/30/1987,1987Q3,-3.1488668071478605
8655,POGO PRODUCING CO,PPP,1987,12/31/1987,1987Q4,-2.6938186217660154
8655,POGO PRODUCING CO,PPP,1988,3/31/1988,1988Q1,-2.4416266912993336
8655,POGO PRODUCING CO,PPP,1988,6/30/1988,1988Q2,-3.261789263150408
8655,POGO PRODUCING CO,PPP,1988,9/30/1988,1988Q3,-1.3607922166403514
8655,POGO PRODUCING CO,PPP,1988,12/31/1988,1988Q4,-1.7636733484391072
8655,POGO PRODUCING CO,PPP,1989,3/31/1989,1989Q1,-3.3381354953216213
8655,POGO PRODUCING CO,PPP,1989,6/30/1989,1989Q2,-2.4363817846179074
8655,POGO PRODUCING CO,PPP,1989,9/30/1989,1989Q3,-3.0575012701634856
8655,POGO PRODUCING CO,PPP,1989,12/31/1989,1989Q4,-3.2154942784962386
8655,POGO PRODUCING CO,PPP,1990,3/31/1990,1990Q1,-2.556302304026909
8655,POGO PRODUCING CO,PPP,1990,6/30/1990,1990Q2,-3.15870199550565
8655,POGO PRODUCING CO,PPP,1990,9/30/1990,1990Q3,-3.1144916431594307
8655,POGO PRODUCING CO,PPP,1990,12/31/1990,1990Q4,-1.4844826327204834
8655,POGO PRODUCING CO,PPP,1991,3/31/1991,1991Q1,-3.129808616605504
8655,POGO PRODUCING CO,PPP,1991,6/30/1991,1991Q2,-4.176947753557172
8655,POGO PRODUCING CO,PPP,1991,9/30/1991,1991Q3,-4.150252612568195
8655,POGO PRODUCING CO,PPP,1991,12/31/1991,1991Q4,-4.188043034136124
8655,POGO PRODUCING CO,PPP,1992,3/31/1992,1992Q1,-3.011219132968582
8655,POGO PRODUCING CO,PPP,1992,6/30/1992,1992Q2,-2.651033270722788
8655,POGO PRODUCING CO,PPP,1992,9/30/1992,1992Q3,-3.401531296054942
8655,POGO PRODUCING CO,PPP,1992,12/31/1992,1992Q4,-3.1650927002000304
8655,POGO PRODUCING CO,PPP,1993,3/31/1993,1993Q1,-3.1086289160626115
8655,POGO PRODUCING CO,PPP,1993,6/30/1993,1993Q2,-3.2254382969846613
8655,POGO PRODUCING CO,PPP,1993,9/30/1993,1993Q3,-3.579624394166829
8655,POGO PRODUCING CO,PPP,1993,12/31/1993,1993Q4,-3.942062760127733
8655,POGO PRODUCING CO,PPP,1994,3/31/1994,1994Q1,-2.4129973464657493
8655,POGO PRODUCING CO,PPP,1994,6/30/1994,1994Q2,-3.0478232595704533
8655,POGO PRODUCING CO,PPP,1994,9/30/1994,1994Q3,-3.79371069493916
8655,POGO PRODUCING CO,PPP,1994,12/31/1994,1994Q4,-3.8695048219562977
8655,POGO PRODUCING CO,PPP,1995,3/31/1995,1995Q1,-3.005077854359372
8655,POGO PRODUCING CO,PPP,1995,6/30/1995,1995Q2,-3.204197854012106
8655,POGO PRODUCING CO,PPP,1995,9/30/1995,1995Q3,-3.317702888568518
8655,POGO PRODUCING CO,PPP,1995,12/31/1995,1995Q4,-3.855876862728036
8655,POGO PRODUCING CO,PPP,1996,3/31/1996,1996Q1,-2.706154652136361
8655,POGO PRODUCING CO,PPP,1996,6/30/1996,1996Q2,-2.705257879082504
8655,POGO PRODUCING CO,PPP,1996,9/30/1996,1996Q3,-3.2918740009300604
8655,POGO PRODUCING CO,PPP,1996,12/31/1996,1996Q4,-2.9792471699757974
8655,POGO PRODUCING CO,PPP,1997,3/31/1997,1997Q1,-2.562339505024431
8655,POGO PRODUCING CO,PPP,1997,6/30/1997,1997Q2,-2.9572604538182263
8655,POGO PRODUCING CO,PPP,1997,9/30/1997,1997Q3,-3.0813616216975115
8655,POGO PRODUCING CO,PPP,1997,12/31/1997,1997Q4,-3.528478456068092
8655,POGO PRODUCING CO,PPP,1998,3/31/1998,1998Q1,-2.7968810875507737
8655,POGO PRODUCING CO,PPP,1998,6/30/1998,1998Q2,-2.916822242065616
8655,POGO PRODUCING CO,PPP,1998,9/30/1998,1998Q3,-3.1602552387979186
8655,POGO PRODUCING CO,PPP,1998,12/31/1998,1998Q4,-3.156091241990805
8655,POGO PRODUCING CO,PPP,1999,3/31/1999,1999Q1,-1.8518143748053848
8655,POGO PRODUCING CO,PPP,1999,6/30/1999,1999Q2,-2.856525781800006
8655,POGO PRODUCING CO,PPP,1999,9/30/1999,1999Q3,-2.4328677886563974
8655,POGO PRODUCING CO,PPP,1999,12/31/1999,1999Q4,-2.5458371040932573
8655,POGO PRODUCING CO,PPP,2000,3/31/2000,2000Q1,-2.746052450060336
8655,POGO PRODUCING CO,PPP,2000,6/30/2000,2000Q2,-2.915751806903712
8655,POGO PRODUCING CO,PPP,2000,9/30/2000,2000Q3,-3.1884735127932977
8655,POGO PRODUCING CO,PPP,2000,12/31/2000,2000Q4,-3.027893542401806
8655,POGO PRODUCING CO,PPP,2001,3/31/2001,2001Q1,-2.505180680451635
8655,POGO PRODUCING CO,PPP,2001,6/30/2001,2001Q2,-3.016382977343297
8655,POGO PRODUCING CO,PPP,2001,9/30/2001,2001Q3,-2.635896400654163
8655,POGO PRODUCING CO,PPP,2001,12/31/2001,2001Q4,-3.4944002939452665
8655,POGO PRODUCING CO,PPP,2002,3/31/2002,2002Q1,-2.6850354308309647
8655,POGO PRODUCING CO,PPP,2002,6/30/2002,2002Q2,-2.794530709879312
8655,POGO PRODUCING CO,PPP,2002,9/30/2002,2002Q3,-3.1346465845298903
8655,POGO PRODUCING CO,PPP,2002,12/31/2002,2002Q4,-3.22865909713603
8655,POGO PRODUCING CO,PPP,2003,3/31/2003,2003Q1,-2.206959194231673
8655,POGO PRODUCING CO,PPP,2003,6/30/2003,2003Q2,-3.2058613580418824
8655,POGO PRODUCING CO,PPP,2003,9/30/2003,2003Q3,-3.4170509397104483
8655,POGO PRODUCING CO,PPP,2003,12/31/2003,2003Q4,-3.939659075716664
8655,POGO PRODUCING CO,PPP,2004,3/31/2004,2004Q1,-2.4635332937073624
8655,POGO PRODUCING CO,PPP,2004,6/30/2004,2004Q2,-3.136827546702262
8655,POGO PRODUCING CO,PPP,2004,9/30/2004,2004Q3,-3.1890285456981147
8655,POGO PRODUCING CO,PPP,2004,12/31/2004,2004Q4,-3.5449325983364925
8655,POGO PRODUCING CO,PPP,2005,3/31/2005,2005Q1,-2.663890415206792
8655,POGO PRODUCING CO,PPP,2005,6/30/2005,2005Q2,4.389109172569676
8655,POGO PRODUCING CO,PPP,2005,9/30/2005,2005Q3,-3.122704482911865
8655,POGO PRODUCING CO,PPP,2005,12/31/2005,2005Q4,-2.6253202906234594
8655,POGO PRODUCING CO,PPP,2006,3/31/2006,2006Q1,-2.81420839402135
8655,POGO PRODUCING CO,PPP,2006,6/30/2006,2006Q2,-2.486684481476559
8655,POGO PRODUCING CO,PPP,2006,9/30/2006,2006Q3,-2.7237480110550387
8655,POGO PRODUCING CO,PPP,2006,12/31/2006,2006Q4,-2.6507960266323343
8655,POGO PRODUCING CO,PPP,2007,3/31/2007,2007Q1,-2.2134633922221245
8655,POGO PRODUCING CO,PPP,2007,6/30/2007,2007Q2,-2.2134633922221245
8655,POGO PRODUCING CO,PPP,2007,9/30/2007,2007Q3,-3.521036548010473
8676,POPE  EVANS & ROBBINS INC,PER,1979,3/31/1979,1979Q1,4.514572060069771
8676,POPE  EVANS & ROBBINS INC,PER,1979,6/30/1979,1979Q2,4.514572060069771
8676,POPE  EVANS & ROBBINS INC,PER,1979,9/30/1979,1979Q3,4.514572060069771
8676,POPE  EVANS & ROBBINS INC,PER,1979,12/31/1979,1979Q4,4.514572060069771
8676,POPE  EVANS & ROBBINS INC,PER,1980,3/31/1980,1980Q1,4.514572060069771
8676,POPE  EVANS & ROBBINS INC,PER,1980,6/30/1980,1980Q2,4.514572060069771
8676,POPE  EVANS & ROBBINS INC,PER,1980,9/30/1980,1980Q3,4.514572060069771
8676,POPE  EVANS & ROBBINS INC,PER,1980,12/31/1980,1980Q4,4.514572060069771
8676,POPE  EVANS & ROBBINS INC,PER,1981,3/31/1981,1981Q1,-3.748302924573397
8676,POPE  EVANS & ROBBINS INC,PER,1981,6/30/1981,1981Q2,-3.3771938229972327
8676,POPE  EVANS & ROBBINS INC,PER,1981,9/30/1981,1981Q3,-1.575911727786571
8676,POPE  EVANS & ROBBINS INC,PER,1981,12/31/1981,1981Q4,-3.233749969057277
8676,POPE  EVANS & ROBBINS INC,PER,1982,3/31/1982,1982Q1,-3.28613950118228
